time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-02 00:00:00+00:00,1,1,0,0
2026-06-03 00:00:00+00:00,11,6,0,0
2026-06-04 00:00:00+00:00,32,8,0,0
2026-06-05 00:00:00+00:00,40,17,0,0
2026-06-06 00:00:00+00:00,34,7,4,3
2026-06-07 00:00:00+00:00,25,6,0,0
2026-06-08 00:00:00+00:00,16,7,0,0
2026-06-09 00:00:00+00:00,27,11,0,0
2026-06-10 00:00:00+00:00,30,11,0,0
2026-06-11 00:00:00+00:00,25,6,0,0
2026-06-12 00:00:00+00:00,26,7,0,0
2026-06-13 00:00:00+00:00,46,8,1,1
2026-06-14 00:00:00+00:00,43,10,0,0
2026-06-15 00:00:00+00:00,32,8,0,0
