url_path,views_total,views_unique
/legorovers/pirover_simulator,36,17
/legorovers/pirover_simulator/tree/master,18,5
/legorovers/pirover_simulator/issues/27,16,12
/legorovers/pirover_simulator/issues,16,9
/legorovers/pirover_simulator/pulls,12,8
/legorovers/pirover_simulator/pull/28,10,4
/legorovers/pirover_simulator/fork,9,5
/legorovers/pirover_simulator/issues/18,6,5
/legorovers/pirover_simulator/branches,5,3
/legorovers/pirover_simulator/blob/github-repo-stats/legorovers/pirover_simulator/latest-report/report.pdf,4,2
